uid,location,age
168898,usa,69.0
168899,usa,53.0
168901,usa,49.0
168902,usa,34.0
168903,usa,45.0
168904,usa,18.0
168905,usa,23.0
168906,portugal,36.0
168907,usa,53.0
168908,canada,44.0
168909,usa,65.0
168910,usa,41.0
168911,greece,25.0
168912,usa,25.0
168913,usa,26.0
168914,australia,29.0
168915,usa,38.0
168916,usa,53.0
168917,spain,46.0
168918,australia,30.0
168919,usa,70.0
168920,usa,57.0
168921,united kingdom,28.0
168922,usa,24.0
168923,usa,60.0
168924,usa,20.0
168926,usa,62.0
168927,usa,64.0
168928,usa,36.0
168929,usa,24.0
168930,venezuela,26.0
168931,usa,27.0
168933,usa,26.0
168935,usa,25.0
168936,usa,17.0
168937,usa,40.0
168938,canada,23.0
168939,usa,33.0
168940,usa,28.0
168942,usa,53.0
168943,usa,36.0
168944,usa,47.0
168945,usa,62.0
168947,usa,48.0
168948,usa,60.0
168949,usa,30.0
168950,usa,24.0
168951,usa,25.0
168953,mexico,59.0
168955,usa,24.0
168956,usa,32.0
168957,united kingdom,28.0
168958,usa,40.0
168959,usa,30.0
168960,canada,21.0
168961,usa,42.0
168962,usa,47.0
168964,usa,42.0
168965,usa,30.0
168966,usa,41.0
168967,usa,34.0
168968,switzerland,42.0
168969,united kingdom,55.0
168970,australia,15.0
168972,germany,35.0
168973,usa,71.0
168975,usa,51.0
168977,usa,51.0
168981,usa,57.0
168983,usa,28.0
168986,usa,54.0
168987,canada,20.0
168988,spain,27.0
168989,usa,37.0
168990,usa,20.0
168991,usa,30.0
168992,usa,30.0
168993,australia,53.0
168995,usa,21.0
168996,usa,16.0
168997,canada,23.0
168998,usa,24.0
169001,usa,44.0
169002,usa,29.0
169003,usa,19.0
169004,usa,52.0
169005,usa,40.0
169007,spain,33.0
169008,usa,32.0
169009,usa,24.0
169011,australia,13.0
169012,usa,26.0
169013,usa,34.0
169014,usa,23.0
169015,usa,25.0
169016,belgium,40.0
169018,united kingdom,29.0
169019,canada,29.0
169020,usa,20.0
169021,usa,32.0
169022,usa,18.0
169026,usa,68.0
169028,usa,29.0
169029,usa,21.0
169030,usa,22.0
169031,usa,48.0
169035,usa,20.0
169036,usa,36.0
169038,usa,24.0
169039,usa,52.0
169040,usa,23.0
169041,united kingdom,23.0
169042,usa,21.0
169044,canada,58.0
169045,usa,35.0
169046,usa,49.0
169048,canada,49.0
169049,usa,55.0
169050,usa,47.0
169051,usa,44.0
169052,usa,27.0
169053,usa,52.0
169055,canada,52.0
169056,australia,36.0
169058,malaysia,8.0
169060,usa,43.0
169061,usa,29.0
169062,usa,16.0
169063,usa,30.0
169064,usa,27.0
169065,usa,20.0
169066,usa,29.0
169067,usa,20.0
169068,usa,19.0
169069,usa,23.0
169070,usa,54.0
169071,usa,32.0
169072,china,63.0
169073,usa,22.0
169075,usa,33.0
169077,usa,17.0
169078,ireland,34.0
169079,usa,34.0
169080,usa,61.0
169081,usa,46.0
169082,usa,21.0
169083,usa,39.0
169084,usa,57.0
169085,usa,41.0
169086,usa,28.0
169087,slovenia,13.0
169088,usa,49.0
169089,netherlands,25.0
169090,usa,33.0
169091,usa,28.0
169092,spain,40.0
169095,usa,25.0
169096,usa,19.0
169097,usa,59.0
169099,iran,21.0
169100,canada,28.0
169101,usa,24.0
169102,united kingdom,38.0
169103,usa,23.0
169106,usa,41.0
169107,usa,40.0
169108,usa,33.0
169109,usa,18.0
169110,usa,29.0
169112,usa,41.0
169114,usa,14.0
169115,usa,38.0
169116,usa,30.0
169117,turkey,32.0
169118,usa,43.0
169119,usa,46.0
169120,usa,49.0
169121,united kingdom,45.0
169122,usa,25.0
169123,usa,55.0
169124,usa,38.0
169125,usa,36.0
169126,sweden,27.0
169127,usa,36.0
169128,usa,36.0
169129,usa,26.0
169131,canada,32.0
169132,usa,33.0
169133,antarctica,31.0
169134,usa,45.0
169135,usa,32.0
169136,usa,34.0
169137,pakistan,22.0
169138,usa,13.0
169139,usa,29.0
169140,usa,67.0
169141,germany,27.0
169142,usa,28.0
169143,usa,24.0
169144,usa,43.0
169146,usa,30.0
169147,usa,42.0
169148,usa,57.0
169149,united kingdom,38.0
169150,germany,32.0
169153,india,36.0
169154,usa,53.0
169155,usa,40.0
169156,usa,52.0
169157,usa,48.0
169158,usa,20.0
169159,usa,20.0
169160,usa,28.0
169161,usa,35.0
169162,usa,36.0
169163,denmark,55.0
169165,usa,22.0
169166,usa,42.0
169167,usa,28.0
169168,usa,29.0
169170,usa,61.0
169172,usa,50.0
169173,usa,34.0
169174,usa,40.0
169175,usa,23.0
169176,nepal,29.0
169177,usa,14.0
169178,usa,18.0
169179,usa,27.0
169180,usa,27.0
169182,usa,41.0
169183,usa,23.0
169184,usa,65.0
169185,usa,41.0
169186,usa,26.0
169187,canada,35.0
169189,philippines,25.0
169190,germany,41.0
169193,usa,34.0
169195,usa,50.0
169197,netherlands,16.0
169198,usa,47.0
169199,germany,30.0
169200,usa,42.0
169201,usa,38.0
169203,usa,56.0
169204,brazil,43.0
169205,australia,15.0
169206,usa,25.0
169207,usa,23.0
169208,usa,36.0
169210,usa,27.0
169212,usa,35.0
169213,usa,52.0
169215,usa,40.0
169216,usa,26.0
169217,usa,32.0
169218,usa,32.0
169219,canada,39.0
169222,usa,44.0
169226,usa,27.0
169227,usa,51.0
169228,usa,31.0
169229,usa,23.0
169230,usa,27.0
169231,usa,28.0
169232,usa,38.0
169235,usa,28.0
169236,usa,21.0
169237,canada,29.0
169238,usa,55.0
169239,usa,29.0
169240,portugal,21.0
169242,usa,42.0
169244,usa,64.0
169245,canada,35.0
169246,philippines,39.0
169247,usa,34.0
169248,usa,53.0
169251,usa,27.0
169253,usa,22.0
169254,usa,29.0
169256,usa,27.0
169257,usa,31.0
169258,usa,19.0
169259,usa,23.0
169260,usa,32.0
169261,usa,32.0
169264,canada,34.0
169267,france,26.0
169269,usa,25.0
169270,usa,36.0
169271,usa,32.0
169274,usa,43.0
169275,usa,33.0
169276,usa,45.0
169277,usa,32.0
169278,usa,16.0
169281,usa,49.0
169283,united kingdom,47.0
169284,canada,53.0
169285,portugal,32.0
169286,usa,32.0
169287,usa,24.0
169289,spain,22.0
169291,usa,31.0
169292,usa,36.0
169294,usa,29.0
169295,usa,32.0
169296,usa,16.0
169297,usa,58.0
169299,usa,57.0
169302,usa,41.0
169303,usa,31.0
169304,spain,40.0
169305,usa,33.0
169306,usa,29.0
169308,usa,24.0
169312,usa,66.0
169313,usa,27.0
169314,usa,38.0
169315,usa,51.0
169316,usa,45.0
169317,spain,22.0
169318,usa,28.0
169320,usa,38.0
169322,philippines,21.0
169323,france,34.0
169324,usa,36.0
169325,canada,36.0
169326,usa,38.0
169328,france,39.0
169330,australia,24.0
169332,usa,27.0
169333,usa,36.0
169337,usa,32.0
169338,usa,22.0
169339,usa,34.0
169340,usa,27.0
169341,usa,32.0
169342,usa,38.0
169343,usa,25.0
169344,usa,33.0
169345,australia,61.0
169346,usa,26.0
169347,usa,23.0
169349,germany,32.0
169350,usa,13.0
169351,austria,21.0
169352,usa,31.0
169353,usa,51.0
169355,usa,23.0
169356,mexico,55.0
169358,portugal,20.0
169359,usa,36.0
169361,usa,24.0
169362,usa,15.0
169363,mexico,49.0
169364,usa,26.0
169365,usa,34.0
169366,france,34.0
169367,usa,22.0
169368,usa,33.0
169370,usa,55.0
169372,usa,58.0
169373,usa,29.0
169374,usa,56.0
169375,usa,15.0
169376,usa,40.0
169377,canada,53.0
169378,usa,49.0
169381,usa,21.0
169383,usa,55.0
169384,usa,33.0
169387,usa,27.0
169388,usa,36.0
169389,brazil,48.0
169390,spain,39.0
169391,usa,14.0
169392,usa,17.0
169393,finland,46.0
169394,usa,36.0
169395,romania,50.0
169396,netherlands,30.0
169397,spain,33.0
169398,usa,55.0
169399,usa,57.0
169401,italy,21.0
169402,usa,19.0
169404,usa (currently living in england),59.0
169405,usa,62.0
169407,usa,29.0
169408,italy,29.0
169409,usa,60.0
169410,usa,35.0
169411,usa,57.0
169412,usa,37.0
169413,united kingdom,28.0
169414,usa,25.0
169415,spain,26.0
169416,portugal,53.0
169417,italy,28.0
169418,usa,24.0
169419,usa,31.0
169420,canada,18.0
169421,usa,31.0
169422,united kingdom,71.0
169423,usa,63.0
169424,usa,17.0
169425,spain,31.0
169426,usa,25.0
169427,usa,47.0
169428,spain,29.0
169429,argentina,34.0
169430,usa,34.0
169431,india,43.0
169432,usa,45.0
169433,portugal,23.0
169434,usa,24.0
169435,italy,22.0
169436,united kingdom,34.0
169437,usa,25.0
169439,usa,36.0
169440,italy,23.0
169441,usa,42.0
169442,canada,32.0
169443,finland,25.0
169444,usa,25.0
169445,usa,26.0
169446,usa,28.0
169448,usa,30.0
169449,usa,24.0
169452,usa,16.0
169453,turkey,18.0
169454,usa,21.0
169455,usa,42.0
169456,italy,32.0
169458,canada,23.0
169459,usa,36.0
169460,usa,36.0
169461,usa,58.0
169462,usa,22.0
169463,usa,46.0
169464,usa,25.0
169466,australia,33.0
169467,usa,32.0
169468,usa,54.0
169469,united kingdom,25.0
169470,usa,84.0
169471,usa,48.0
169472,usa,27.0
169473,usa,43.0
169474,usa,43.0
169475,portugal,27.0
169477,usa,19.0
169478,usa,31.0
169479,usa,23.0
169480,usa,25.0
169481,spain,23.0
169482,usa,56.0
169483,usa,25.0
169484,usa,39.0
169485,usa,37.0
169486,australia,53.0
169487,switzerland,20.0
169488,usa,16.0
169489,canada,58.0
169490,spain,33.0
169491,usa,19.0
169493,usa,33.0
169494,usa,21.0
169495,chile,50.0
169497,germany,59.0
169499,germany,17.0
169500,usa,66.0
169503,australia,34.0
169504,usa,38.0
169506,spain,23.0
169507,usa,19.0
169508,spain,40.0
169510,italy,38.0
169511,usa,38.0
169512,usa,27.0
169514,usa,44.0
169516,usa,53.0
169519,united kingdom,30.0
169520,italy,62.0
169522,usa,58.0
169524,denmark,25.0
169526,usa,36.0
169527,usa,29.0
169528,usa,33.0
169529,usa,16.0
169530,romania,26.0
169531,usa,53.0
169532,usa,22.0
169533,usa,28.0
169535,new zealand,47.0
169536,united kingdom,32.0
169537,usa,57.0
169539,portugal,27.0
169540,usa,29.0
169541,usa,32.0
169542,usa,50.0
169543,usa,53.0
169544,usa,29.0
169545,germany,51.0
169546,germany,37.0
169547,argentina,39.0
169548,usa,53.0
169549,usa,55.0
169551,usa,58.0
169552,usa,54.0
169555,canada,50.0
169557,usa,35.0
169559,usa,51.0
169560,usa,27.0
169562,canada,23.0
169564,australia,21.0
169565,usa,55.0
169566,canada,25.0
169567,usa,66.0
169568,canada,24.0
169569,tonga,56.0
169570,usa,34.0
169571,usa,38.0
169572,usa,21.0
169573,usa,36.0
169574,usa,25.0
169575,usa,25.0
169577,spain,34.0
169578,canada,17.0
169579,usa,23.0
169580,usa,40.0
169581,united kingdom,44.0
169582,australia,39.0
169583,usa,24.0
169584,usa,36.0
169586,canada,21.0
169587,canada,33.0
169588,usa,53.0
169589,usa,24.0
169590,canada,27.0
169591,usa,46.0
169592,usa,14.0
169593,usa,19.0
169594,usa,25.0
169596,usa,37.0
169597,usa,51.0
169598,usa,32.0
169599,usa,48.0
169602,spain,35.0
169603,usa,37.0
169604,canada,52.0
169605,usa,60.0
169606,canada,36.0
169607,usa,62.0
169609,usa,21.0
169610,usa,28.0
169611,usa,14.0
169612,us,27.0
169614,italy,48.0
169615,australia,45.0
169616,usa,19.0
169617,canada,49.0
169618,usa,52.0
169619,usa,48.0
169620,spain,28.0
169621,usa,44.0
169622,canada,40.0
169623,argentina,25.0
169624,usa,54.0
169625,portugal,24.0
169627,iran,34.0
169628,usa,41.0
169629,canada,23.0
169630,usa,25.0
169632,usa,52.0
169633,germany,34.0
169635,spain,31.0
169637,usa,32.0
169638,usa,63.0
169639,usa,15.0
169640,pakistan,23.0
169641,usa,46.0
169643,usa,29.0
169645,usa,49.0
169648,usa,21.0
169649,united kingdom,29.0
169650,united kingdom,57.0
169651,usa,43.0
169652,usa,56.0
169653,usa,43.0
169656,canada,24.0
169657,usa,56.0
169658,canada,25.0
169660,usa,39.0
169661,usa,38.0
169662,usa,64.0
169664,saudi arabia,24.0
169666,usa,26.0
169667,usa,19.0
169670,spain,39.0
169671,usa,62.0
169672,usa,35.0
169674,usa,49.0
169675,usa,41.0
169676,usa,26.0
169678,canada,26.0
169679,usa,22.0
169684,portugal,25.0
169685,usa,26.0
169686,usa,49.0
169688,usa,53.0
169689,germany,16.0
169690,usa,46.0
169691,united kingdom,31.0
169693,spain,27.0
169694,australia,37.0
169695,united kingdom,39.0
169696,germany,19.0
169697,usa,53.0
169700,usa,52.0
169701,usa,19.0
169702,usa,28.0
169703,usa,31.0
169705,russia,19.0
169706,usa,12.0
169707,usa,49.0
169708,usa,36.0
169709,italy,40.0
169711,usa,19.0
169712,usa,30.0
169713,usa,33.0
169714,usa,18.0
169715,canada,29.0
169717,usa,35.0
169718,usa,47.0
169719,usa,55.0
169720,usa,45.0
169721,usa,29.0
169723,usa,52.0
169724,spain,56.0
169725,usa,23.0
169730,usa,59.0
169732,czech republic,18.0
169733,usa,48.0
169734,usa,35.0
169737,usa,25.0
169738,united kingdom,29.0
169739,usa,46.0
169740,usa,34.0
169742,usa,36.0
169744,usa,39.0
169745,usa,28.0
169746,portugal,55.0
169747,mexico,21.0
169748,usa,31.0
169749,usa,26.0
169750,usa,37.0
169751,usa,25.0
169753,usa,29.0
169756,germany,35.0
169757,usa,59.0
169758,usa,18.0
169759,italy,5.0
169760,united kingdom,28.0
169761,norway,31.0
169763,singapore,41.0
169764,usa,32.0
169765,usa,34.0
169766,usa,19.0
169768,romania,23.0
169769,spain,28.0
169771,mexico,45.0
169773,usa,20.0
169774,spain,17.0
169775,united kingdom,32.0
169776,canada,16.0
169777,usa,36.0
169778,usa,32.0
169780,usa,40.0
169782,pakistan,23.0
169783,france,65.0
169785,usa,17.0
169786,usa,25.0
169787,united kingdom,43.0
169790,germany,58.0
169791,usa,42.0
169792,italy,28.0
169793,germany,41.0
169794,united kingdom,72.0
169795,spain,38.0
169797,usa,24.0
169798,australia,30.0
169799,australia,44.0
169801,netherlands,20.0
169802,england,30.0
169803,usa,51.0
169805,usa,36.0
169806,usa,45.0
169807,usa,42.0
169808,canada,28.0
169809,u.s. virgin islands,53.0
169810,canada,54.0
169812,canada,42.0
169813,canada,37.0
169814,australia,40.0
169815,usa,54.0
169816,usa,47.0
169817,usa,14.0
169818,usa,39.0
169819,usa,46.0
169820,usa,33.0
169822,usa,26.0
169823,usa,23.0
169825,taiwan,16.0
169826,united kingdom,36.0
169828,canada,50.0
169830,usa,53.0
169831,united kingdom,25.0
169833,switzerland,55.0
169834,usa,22.0
169835,argentina,24.0
169836,usa,33.0
169837,usa,19.0
169838,portugal,27.0
169839,usa,34.0
169840,usa,32.0
169841,mexico,59.0
169842,roma,29.0
169844,usa,51.0
169846,italy,27.0
169847,usa,28.0
169848,malaysia,29.0
169850,canada,46.0
169852,usa,34.0
169853,usa,18.0
169854,usa,27.0
169855,usa,33.0
169856,usa,52.0
169857,usa,15.0
169858,usa,45.0
169862,usa,53.0
169863,usa,34.0
169864,spain,36.0
169865,spain,36.0
169866,usa,34.0
169867,united kingdom,63.0
169868,belgium,29.0
169869,italy,32.0
169871,spain,24.0
169872,germany,27.0
169873,botswana,40.0
169875,switzerland,55.0
169876,leobendorf,23.0
169878,usa,19.0
169882,usa,50.0
169885,usa,48.0
169886,usa,1.0
169888,united kingdom,28.0
169889,usa,22.0
169890,japan,17.0
169891,usa,28.0
169892,usa,32.0
169894,spain,27.0
169896,belgium,27.0
169897,netherlands,24.0
169898,portugal,19.0
169899,indiai,33.0
169901,new zealand,41.0
169903,usa,35.0
169906,usa,65.0
169907,cook,31.0
169908,usa,15.0
169910,usa,15.0
169912,usa,42.0
169914,austria,45.0
169915,canada,24.0
169916,usa,41.0
169918,usa,60.0
169919,usa,20.0
169922,usa,30.0
169925,usa,17.0
169927,spain,28.0
169928,united kingdom,22.0
169929,usa,23.0
169931,australia,24.0
169932,usa,61.0
169933,usa,36.0
169935,usa,29.0
169937,united kingdom,20.0
169938,spain,37.0
169939,usa,21.0
169941,belgium,36.0
169942,new zealand,45.0
169943,australia,36.0
169944,usa,39.0
169946,spain,20.0
169947,sweden,17.0
169948,united kingdom,57.0
169949,usa,61.0
169951,germany,17.0
169952,italy,38.0
169953,united kingdom,28.0
169954,australia,40.0
169956,slovakia,25.0
169958,germany,43.0
169960,usa,20.0
169961,netherlands,52.0
169962,usa,37.0
169963,usa,35.0
169965,usa,1.0
169966,germany,71.0
169967,italy,41.0
169968,usa,35.0
169969,usa,16.0
169971,usa,48.0
169972,usa,58.0
169973,united kingdom,41.0
169975,usa,19.0
169976,usa,16.0
169977,usa,33.0
169978,canada,24.0
169981,usa,31.0
169982,usa,24.0
169983,canada,13.0
169985,usa,32.0
169986,germany,31.0
169987,germany,38.0
169988,usa,24.0
169989,austria,26.0
169991,belgium,56.0
169992,germany,33.0
169993,portugal,51.0
169994,germany,33.0
169995,germany,29.0
169996,usa,26.0
169997,usa,30.0
169998,usa,26.0
169999,canada,36.0
170000,italy,25.0
170001,usa,46.0
170003,usa,55.0
170004,indonesia,27.0
170006,italy,14.0
170007,usa,28.0
170008,germany,32.0
170009,usa,60.0
170013,canada,31.0
170014,germany,29.0
170015,usa,41.0
170018,united kingdom,22.0
170020,germany,43.0
170022,australia,30.0
170023,usa,48.0
170024,canada,25.0
170025,usa,41.0
170026,usa,42.0
170027,canada,33.0
170028,canada,34.0
170029,germany,29.0
170030,usa,47.0
170031,united kingdom,31.0
170032,italy,19.0
170033,portugal,27.0
170034,usa,38.0
170035,canada,16.0
170037,new zealand,35.0
170038,united kingdom,23.0
170040,new zealand,44.0
170041,germany,31.0
170042,germany,29.0
170043,usa,44.0
170044,united kingdom,28.0
170045,germany,30.0
170046,australia,27.0
170047,usa,45.0
170048,usa,18.0
170049,usa,45.0
170050,usa,66.0
170052,usa,40.0
170056,usa,44.0
170057,australia,76.0
170058,united kingdom,22.0
170059,usa,15.0
170060,usa,20.0
170062,usa,27.0
170065,united kingdom,25.0
170069,spain,34.0
170070,australia,62.0
170074,italy,33.0
170075,united kingdom,31.0
170076,spain,19.0
170078,usa,28.0
170079,usa,25.0
170080,usa,3.0
170081,usa,51.0
170082,usa,58.0
170083,usa,20.0
170084,usa,44.0
170086,united kingdom,25.0
170087,usa,13.0
170088,iran,20.0
170089,portugal,22.0
170091,switzerland,38.0
170093,canada,64.0
170094,canada,28.0
170095,azerbaijan,19.0
170096,egypt,18.0
170097,egypt,27.0
170098,egypt,27.0
170099,iran,25.0
170100,iran,18.0
170101,iran,24.0
170102,australia,21.0
170103,usa,24.0
170104,usa,19.0
170105,morocco,22.0
170106,usa,27.0
170107,india,34.0
170108,india,32.0
170109,sri lanka,23.0
170110,india,25.0
170111,belgium,26.0
170112,usa,17.0
170113,usa,57.0
170114,germany,18.0
170115,usa,17.0
170116,canada,24.0
170117,spain,38.0
170119,poland,22.0
170120,germany,31.0
170121,usa,29.0
170123,usa,29.0
170124,jordan,36.0
170125,united kingdom,16.0
170126,germany,23.0
170127,germany,50.0
170129,germany,23.0
170130,saudi arabia,19.0
170131,germany,68.0
170134,iran,20.0
170135,iran,20.0
170136,iran,20.0
170138,saudi arabia,37.0
170140,usa,51.0
170144,australia,54.0
170145,bromma,24.0
170146,usa,49.0
170147,spain,25.0
170148,germany,24.0
170149,usa,27.0
170150,australia,26.0
170152,usa,44.0
170156,new zealand,36.0
170157,spain,36.0
170159,canada,30.0
170161,usa,35.0
170162,usa,33.0
170163,italy,23.0
170166,usa,49.0
170167,usa,39.0
170168,philippines,29.0
170171,spain,22.0
170172,usa,46.0
170173,usa,23.0
170174,usa,40.0
170175,usa,34.0
170176,united kingdom,32.0
170177,usa,28.0
170178,spain,53.0
170179,usa,17.0
170180,chile,38.0
170182,canada,72.0
170183,slovenia,20.0
170185,united kingdom,27.0
170187,usa,28.0
170188,usa,26.0
170189,spain,37.0
170190,italy,37.0
170191,germany,34.0
170194,usa,24.0
170195,usa,35.0
170197,usa,28.0
170198,usa,48.0
170199,usa,66.0
170200,canada,35.0
170201,usa,33.0
170202,canada,31.0
170203,australia,52.0
170204,usa,19.0
170205,usa,41.0
170206,usa,1.0
170207,usa,50.0
170209,usa,16.0
170210,usa,43.0
170211,usa,35.0
170213,australia,23.0
170214,usa,36.0
170215,usa,39.0
170216,canada,32.0
170217,usa,30.0
170218,united kingdom,24.0
170220,usa,28.0
170222,usa,35.0
170223,usa,46.0
170224,usa,46.0
170225,usa,36.0
170228,canada,25.0
170230,usa,44.0
170231,iran,24.0
170232,india,26.0
170233,usa,27.0
170234,china,22.0
170235,australia,12.0
170237,usa,36.0
170239,usa,33.0
170240,indonesia,51.0
170241,usa,35.0
170242,canada,40.0
170244,usa,37.0
170246,united kingdom,22.0
170247,usa,36.0
170249,spain,28.0
170250,usa,33.0
170251,usa,34.0
170253,germany,29.0
170258,spain,31.0
170259,italy,30.0
170261,sweden,21.0
170262,canada,22.0
170263,germany,22.0
170265,germany,25.0
170266,canada,50.0
170267,finland,35.0
170268,usa,56.0
170269,belgium,26.0
170270,usa,44.0
170271,usa,51.0
170275,united kingdom,38.0
170276,belgium,41.0
170277,usa,62.0
170279,cameroon,27.0
170281,usa,35.0
170283,pakistan,18.0
170284,austria,31.0
170285,spain,40.0
170286,usa,41.0
170288,new zealand,44.0
170289,usa,51.0
170290,australia,14.0
170291,australia,27.0
170292,brazil,27.0
170296,germany,36.0
170297,usa,36.0
170298,spain,51.0
170299,portugal,37.0
170300,united kingdom,15.0
170301,usa,21.0
170303,united kingdom,37.0
170304,united kingdom,24.0
170306,italy,28.0
170307,spain,24.0
170309,usa,33.0
170312,usa,53.0
170318,usa,19.0
170321,spain,18.0
170323,united kingdom,34.0
170324,albania,38.0
170325,italy,53.0
170327,usa,23.0
170328,spain,44.0
170329,usa,39.0
170330,usa,45.0
170331,italy,31.0
170332,usa,25.0
170333,usa,32.0
170334,usa,60.0
170335,usa,35.0
170336,usa,16.0
170337,usa,53.0
170338,usa,21.0
170340,usa,24.0
170341,usa,16.0
170342,usa,26.0
170343,usa,49.0
170344,usa,64.0
170345,usa,39.0
170347,usa,30.0
170348,usa,41.0
170349,usa,56.0
170350,united kingdom,47.0
170351,usa,26.0
170352,usa,31.0
170353,usa,49.0
170354,united kingdom,18.0
170355,usa,50.0
170356,usa,43.0
170357,usa,53.0
170358,usa,13.0
170359,canada,49.0
170360,canada,36.0
170361,germany,48.0
170362,usa,20.0
170363,canada,18.0
170366,usa,32.0
170367,canada,56.0
170369,usa,38.0
170370,usa,26.0
170371,canada,41.0
170373,usa,40.0
170374,germany,38.0
170375,usa,35.0
170376,usa,62.0
170378,usa,34.0
170380,usa,30.0
170381,italy,37.0
170382,usa,28.0
170383,usa,27.0
170384,usa,52.0
170387,canada,71.0
170388,usa,28.0
170389,usa,24.0
170390,usa,48.0
170391,usa,38.0
170393,usa,19.0
170394,spain,23.0
170396,usa,68.0
170397,united kingdom,26.0
170399,usa,23.0
170400,usa,12.0
170402,canada,43.0
170403,usa,58.0
170404,usa,57.0
170405,usa,35.0
170406,usa,21.0
170407,usa,61.0
170409,united kingdom,43.0
170411,united kingdom,18.0
170412,usa,43.0
170413,usa,33.0
170414,usa,46.0
170416,new zealand,26.0
170417,australia,21.0
170419,usa,26.0
170420,usa,20.0
170421,canada,23.0
170423,usa,49.0
170426,united kingdom,51.0
170427,germany,25.0
170428,australia,35.0
170430,usa,24.0
170431,usa,44.0
170432,usa,36.0
170433,australia,30.0
170435,canada,18.0
170437,usa,43.0
170439,new zealand,31.0
170440,italy,47.0
170444,usa,29.0
170446,usa,27.0
170447,usa,40.0
170448,usa,49.0
170451,united kingdom,54.0
170452,australia,52.0
170455,usa,24.0
170456,usa,33.0
170457,poland,22.0
170458,usa,37.0
170459,usa,36.0
170460,usa,28.0
170463,usa,26.0
170464,usa,56.0
170465,united kingdom,43.0
170466,united kingdom,44.0
170467,united kingdom,47.0
170468,hong kong,57.0
170470,united kingdom,45.0
170471,canada,27.0
170472,spain,25.0
170473,canada,25.0
170475,germany,30.0
170477,spain,23.0
170478,germany,37.0
170480,spain,21.0
170481,usa,19.0
170484,usa,24.0
170486,france,21.0
170487,france,20.0
170489,usa,32.0
170492,italy,34.0
170494,spain,21.0
170495,spain,24.0
170498,germany,28.0
170501,canada,25.0
170503,egypt,25.0
170504,usa,48.0
170505,usa,28.0
170510,usa,40.0
170511,canada,41.0
170512,usa,54.0
170514,usa,48.0
170516,usa,31.0
170517,usa,57.0
170520,usa,41.0
170521,canada,24.0
170523,usa,41.0
170524,usa,41.0
170525,usa,47.0
170526,usa,54.0
170528,usa,37.0
170529,usa,24.0
170530,canada,37.0
170531,usa,29.0
170532,usa,44.0
170533,usa,25.0
170534,usa,17.0
170537,usa,41.0
170538,usa,37.0
170539,usa,24.0
170540,usa,47.0
170541,usa,34.0
170542,usa,25.0
170543,usa,31.0
170544,usa,24.0
170546,usa,33.0
170547,canada,26.0
170548,usa,34.0
170549,usa,47.0
170550,canada,25.0
170551,usa,35.0
170552,usa,38.0
170553,usa,27.0
170554,canada,35.0
170556,usa,27.0
170557,usa,47.0
170559,usa,49.0
170560,usa,40.0
170561,usa,24.0
170562,usa,29.0
170563,usa,40.0
170565,usa,32.0
170566,usa,34.0
170569,usa,37.0
170570,usa,40.0
170571,usa,29.0
170574,usa,38.0
170576,usa,29.0
170577,usa,32.0
170578,canada,32.0
170579,usa,34.0
170580,usa,46.0
170583,usa,37.0
170584,usa,31.0
170585,usa,24.0
170586,usa,32.0
170587,usa,51.0
170588,usa,46.0
170589,usa,46.0
170590,usa,26.0
170592,usa,17.0
170596,usa,28.0
170597,usa,21.0
170598,canada,61.0
170599,usa,18.0
170602,united kingdom,34.0
170604,usa,40.0
170605,usa,33.0
170606,usa,81.0
170608,usa,43.0
170609,usa,25.0
170611,italy,26.0
170613,italy,44.0
170614,usa,30.0
170615,usa,41.0
170616,united kingdom,48.0
170617,usa,41.0
170618,usa,23.0
170619,usa,22.0
170620,usa,62.0
170621,usa,28.0
170622,usa,41.0
170624,usa,48.0
170625,canada,24.0
170626,usa,47.0
170627,canada,54.0
170630,usa,17.0
170631,usa,22.0
170632,usa,31.0
170633,usa,21.0
170635,usa,39.0
170636,usa,31.0
170637,usa,25.0
170638,australia,39.0
170640,usa,21.0
170641,usa,57.0
170643,usa,54.0
170644,usa,23.0
170645,usa,41.0
170646,usa,40.0
170647,usa,48.0
170649,usa,49.0
170650,usa,30.0
170651,usa,55.0
170652,usa,47.0
170654,usa,49.0
170655,spain,51.0
170656,usa,64.0
170657,usa,28.0
170658,usa,24.0
170661,usa,51.0
170662,germany,44.0
170663,usa,51.0
170665,austria,36.0
170668,usa,21.0
170669,portugal,24.0
170670,germany,23.0
170671,finland,62.0
170672,usa,55.0
170673,usa,32.0
170674,usa,65.0
170677,italy,22.0
170678,usa,27.0
170679,usa,34.0
170681,usa,63.0
170682,usa,36.0
170684,italy,62.0
170685,spain,24.0
170686,croatia,27.0
170687,united kingdom,34.0
170688,italy,27.0
170690,usa,54.0
170692,usa,25.0
170697,usa,48.0
170698,usa,42.0
170700,usa,46.0
170701,mauritius,44.0
170703,usa,54.0
170704,canada,31.0
170705,usa,55.0
170706,usa,42.0
170707,usa,57.0
170708,usa,43.0
170709,usa,21.0
170710,canada,39.0
170711,usa,74.0
170712,germany,54.0
170713,usa,53.0
170715,usa,35.0
170716,usa,36.0
170717,canada,31.0
170718,usa,19.0
170720,usa,22.0
170723,usa,26.0
170725,usa,52.0
170726,usa,39.0
170727,usa,31.0
170728,usa,50.0
170729,usa,21.0
170730,usa,33.0
170731,usa,37.0
170733,usa,51.0
