uid,isbn,rating
46165,0805059555,7
97341,0805059555,8
101279,0805059555,5
104279,0805059555,8
125071,0805059555,10
129284,0805059555,9
136085,0805059555,9
162960,0805059555,8
175668,0805059555,8
188667,0805059555,7
226828,0805059555,9
30923,0812517164,7
9664,0553155962,8
9679,1932173102,8
262576,1932173102,3
194511,0553278215,9
45010,0743428625,7
96722,0743428625,7
9730,0440406404,3
9730,0929923901,5
18380,0061053716,2
205348,0141439556,8
220324,0141439556,10
59790,0316313203,8
83119,0330334026,9
120642,0330334026,5
84468,0375401601,9
99620,0375401601,5
164069,0375401601,7
172713,0375401601,6
260172,0375401601,4
235695,0385306040,7
244571,0385306040,10
198758,0385313012,8
208155,0385313012,8
242569,0385313012,7
96566,0385316879,8
231165,0385316879,10
55224,0385333064,9
133610,0385333064,8
163717,0385333064,10
176665,0385333064,8
139031,0385334710,6
240402,0385334710,10
267763,0385334710,7
60045,0399149392,8
131275,0399149392,8
134861,0399149392,7
194195,0399149392,7
259228,0399149392,6
109544,0440211891,7
31612,0440213282,5
146443,0440213282,1
153507,0440984696,10
241642,0451204956,7
98244,0515114006,8
173240,0515114006,8
32590,0515128546,8
36476,0515128546,7
45051,0515128546,7
54460,0515128546,8
83680,0515128546,7
146599,0515128546,9
151484,0515128546,6
164299,0515128546,9
253504,0515128546,7
273603,0515128546,9
25008,0517703963,1
99560,0517703963,1
107637,0517703963,5
172140,0517703963,1
30569,0743457269,7
78314,0743457269,7
118589,0743457269,4
136096,0743457269,7
194771,0743457269,9
98850,0821737902,8
272210,0821737902,8
124846,0836217578,9
240373,1575667274,7
9761,086241850X,10
9778,0395771382,10
33465,0395771382,10
54333,0395771382,10
217373,0395771382,10
256052,0395771382,10
81925,0380789590,5
9817,1551662809,8
9827,0385472943,7
32077,0385472943,8
50549,0385472943,5
102861,0385472943,7
192820,0385472943,7
243553,0385472943,5
247616,0385472943,7
263901,0385472943,8
145417,0142003727,7
160210,0142003727,7
184665,0142003727,7
243824,0142003727,7
22235,0679452354,6
65390,0060171626,8
70055,0061092177,9
273391,0061092177,7
152312,0192834347,10
126269,0312970307,10
261739,0312970307,10
124131,0316290238,3
129696,0316290238,8
136195,0345389425,7
11457,0345422317,9
17156,0345422317,7
33869,0345422317,10
33973,0345422317,7
44559,0345422317,8
107654,0345422317,9
115979,0345422317,9
179758,0345422317,9
182945,0345422317,9
223759,0345422317,8
230255,0345422317,10
256104,0345422317,9
268458,0345422317,10
135123,0373196660,7
224144,0373482345,4
72947,0374386137,10
14812,0380753022,8
106939,0380753022,8
181068,0380753022,6
254438,0385425074,4
10674,0425136981,5
91745,0425136981,6
109492,0425136981,6
133108,0425136981,7
226771,0440983568,9
159989,0441515339,7
203570,0441515339,4
19798,0553801341,5
60496,0553801341,7
228547,0618055819,8
27738,0671039725,8
187468,0671039725,8
136290,0671550551,7
15719,0671722891,9
189945,0671724851,9
277291,0671738232,10
225899,0671872680,7
146571,0679853065,6
234122,0679853065,3
234723,0679853065,5
193052,0736421300,10
59810,0786889063,7
220153,0786889063,7
57996,1551665816,7
201546,0446363049,9
53740,0671017241,7
9868,0451526929,3
209372,0451526929,7
9868,0740738089,8
9876,0446676209,3
9896,0156394014,7
9896,0517703858,8
161939,1551668084,8
139448,0060185708,4
51793,0061031534,8
271615,0061031534,5
51793,0312982305,6
67754,0380753014,9
90842,0380753014,9
109544,0380753014,8
127871,0380753014,8
43977,0380807947,4
77203,0380807947,6
62325,0425191230,8
141392,042519213X,9
206796,0451205804,9
44181,0451211715,8
71844,0451211715,10
67251,0553575414,3
189778,0553575414,4
113357,0553580280,6
100645,0671042513,8
155120,0743460537,9
229770,0821769286,8
64710,0821772279,8
172612,0821772279,8
125202,0821775472,6
158971,0821775472,3
252266,0821775472,6
47275,1586608010,1
9912,0061000205,6
196085,1551669420,5
9927,0486277879,7
9942,0062502514,7
9944,0425168468,7
185493,0425168468,9
186537,0425168468,6
270434,0425168468,8
15588,0553227467,8
105031,0553227467,8
9953,0140372628,8
109026,0140372628,8
9965,1571430237,8
29340,0394744756,8
58258,0440206146,6
247704,0440206146,6
9989,0618129014,9
93113,0440236754,10
97849,0440236754,8
183012,0440236754,10
260876,0440236754,10
164287,0440503485,7
10003,068483068X,10
10003,0743446593,10
10008,0759695377,10
170701,0028604202,3
185471,0028604202,9
137545,0061090565,2
98489,0201517205,8
126177,0201517205,8
27436,0345372050,1
10144,0380710897,7
117156,0380710897,7
218868,0380710897,7
80404,0394551540,9
138960,0394551540,7
32225,0446393681,5
22776,0449221873,8
92075,0449221873,8
188973,0451197690,8
69607,0515117617,8
180806,0515117617,4
112858,0553240951,8
117988,0553240951,7
64162,0553297422,9
16562,0553560441,10
24533,0553560441,9
120097,0553560441,8
94504,0684832291,4
105985,0684832291,8
106756,0684832291,8
109603,0684832291,5
219138,0684832291,8
225468,0684832291,4
236427,0804112258,7
10047,0312971303,7
10047,0440215404,7
10047,067188414X,7
10061,1589610024,9
34258,0330288393,6
41483,0746000561,10
10076,1551666650,9
11448,1551666650,7
34967,1551666650,7
88035,1551666650,8
152321,1551666650,9
10103,0802139612,7
10103,0812966627,6
172863,0312890222,8
197338,0380821001,8
31492,0440236053,9
53645,0440236053,8
115379,0440236053,9
132297,0440236053,7
153350,0440236053,7
206762,0440236053,9
214166,0440236053,9
242220,0440236053,7
251643,0440236053,9
261628,0440236053,9
277124,0440236053,9
278096,0440236053,7
67019,0553578731,9
157600,0812522133,7
143651,157965116X,7
165768,1590591224,8
201043,1590591224,10
10138,1904492355,8
66783,1904492355,8
115357,1904492355,9
10140,0440118700,7
215245,0440118700,8
178066,0553800949,10
239033,0553800949,7
10163,0738867543,9
10174,0349105715,9
29104,0349105715,9
58811,0349105715,7
131373,0349105715,6
183020,0349105715,5
10174,057114456X,5
240666,057114456X,10
10182,0849955815,2
120010,0140430083,8
10203,0394759753,5
125398,0394759753,6
214935,0345418271,7
10612,0312955006,7
16364,0312955006,8
21948,0312955006,8
27251,0312955006,8
44777,0312955006,10
154390,0312955006,5
162675,0312955006,8
203800,0312955006,10
206762,0312955006,8
165464,1853260029,9
10221,0553235400,8
246760,0553235400,10
10233,0679723110,9
56019,0679723110,10
71590,0679723110,6
102636,0679723110,6
231275,0679723110,8
38296,0061044431,7
81135,0061044431,7
202560,0061044431,9
23923,0061057908,8
165741,0156002108,3
47787,0380720868,10
144528,1400060222,9
10759,0140178139,9
23469,0140178139,4
104842,0140178139,9
10265,0395640229,5
10309,0330353713,8
12600,0060084405,10
66054,0060084405,10
171086,0060084405,6
174157,0060084405,9
199964,0060084405,8
204754,0060084405,8
230977,0060084405,2
38962,0060974621,3
72702,0061097306,10
124850,0061097306,10
225943,0061097306,7
109504,0140264795,8
120621,0140264795,8
164715,0140264795,9
204493,0140264795,9
153376,0380652277,3
70907,0385491808,4
119045,044022571X,1
38601,0446607177,10
64665,0446607177,10
65460,0446607177,9
137092,0446607177,5
163438,0449209881,8
243488,0451188071,10
111443,0452282535,6
114479,0452282535,9
235521,0452282535,6
138847,0515124060,7
208678,0515124060,9
25494,0553573926,5
108231,0553573926,8
146157,0553573926,2
209004,0553573926,9
245450,0553573926,9
247492,0553573926,8
199245,0553575465,10
203781,0553575465,9
29861,0553576089,5
131006,0553576089,5
139348,0553576089,10
266044,0553576089,8
153802,0670032069,1
258833,0670032069,5
33577,0743411323,5
53517,0743411323,9
82110,0743411323,9
85511,0743411323,7
89999,0743411323,8
144116,0743411323,9
203802,0743411323,8
269758,0743411323,9
73870,0743411366,3
70336,0786890371,7
117551,0786890371,6
146410,0786890371,5
164730,0786890371,7
203115,0786890371,6
205128,0807072125,5
57912,0865472807,8
119975,0865472807,8
123010,0865472807,6
152780,0865472807,8
271266,0865472807,8
277135,0865472807,8
76569,1573222267,6
115960,1573222267,7
124822,1573222267,3
136628,1573222267,6
167534,1573222267,8
209421,1573222267,10
224331,1573222267,5
262713,1573222267,6
52509,1573229350,5
159156,0590465953,5
252407,0590465953,7
212091,0895772175,8
180564,1561797111,7
182810,1561797111,9
200282,1561797111,8
10317,0380698714,10
103031,0380698714,9
10319,0316115568,8
168460,0316115568,6
10319,0553481185,6
10319,0590450336,7
10319,0689835744,9
10325,0609602438,5
51618,0385314280,7
147838,0385314280,5
148994,0385314280,8
104896,0517880539,9
170820,0517880539,3
13407,059050214X,6
102386,0060233346,10
162758,0060233346,10
193512,0141308109,5
32434,0345450051,7
96733,0345450051,9
277801,0380750260,7
58298,0441002846,8
165606,0441002846,8
211283,0441002846,8
17430,0451210859,8
123359,0451210859,8
238385,0590399888,8
179200,156931778X,10
190704,156931778X,8
250567,193151495X,10
10385,1550171348,6
10394,0099282194,8
10401,0060508876,10
10412,0671038850,3
173889,0446359688,7
59748,0060915188,10
96438,0060915188,10
232844,0060915188,9
66455,0345354575,8
219085,0345354575,7
253167,034540727X,8
13846,0345428919,7
14453,0345442822,10
21196,0345442822,10
40073,0345442822,9
102234,0345442822,10
109326,0345442822,9
151211,0345442822,10
203760,0345442822,9
244317,0345442822,9
265250,0345442822,9
273121,0345442822,9
40268,0375506276,5
62573,0375506276,7
88941,0375506276,9
119246,0375506276,7
196374,0375506276,8
223458,0375506276,6
237821,0375506276,7
239370,0375506276,5
258126,0375506276,8
262700,0375506276,8
48659,0385319444,6
68619,0385319444,6
87631,0385319444,8
91791,0385319444,8
144578,0385319444,8
178584,0385319444,8
182619,0385319444,10
184324,0385319444,6
208773,0385319444,8
217547,0385319444,8
230810,0385319444,5
265930,0385319444,6
156128,0385336489,8
179665,0395633206,7
47142,0399141200,8
111466,0399141200,3
245918,0399141200,8
38386,0446607401,8
90775,0446607401,3
209191,0446607401,7
254462,0446607401,7
51879,0449904067,10
97762,0449904067,8
176699,0449904067,7
208050,0449904067,8
128024,0449907635,10
198583,0449907635,5
243166,0449907635,10
122256,0517707918,8
172585,0517707918,8
54061,0553567241,2
144594,0688166083,2
93772,0767904095,6
112263,080411188X,7
52844,1556611102,7
10469,0671873199,1
19831,0671873199,1
119791,0812531353,9
79839,0140281290,5
10486,0451525027,9
100285,0451525027,9
115195,0451525027,9
119775,0451525027,8
10500,0515099546,5
55220,0515099546,7
163793,0515099546,6
192749,0515099546,6
10501,0812542835,10
36748,0812542835,10
90326,0812542835,2
223565,0812542835,5
105234,042517025X,8
10509,0553575937,9
191961,0553575937,7
275823,0553575937,7
143050,0140069453,8
23626,0855616539,7
112037,0061044636,8
113473,0061044636,7
188654,0373483872,5
31672,0671744623,3
163154,0671744623,6
196112,0743410181,7
212618,0743410181,8
140749,0723245835,8
10559,0553239112,6
54432,0142002798,5
93357,0142002798,7
190480,0142002798,7
266798,0345428811,7
179208,038549727X,10
261020,0425149625,3
53057,0451451430,5
55220,0451451430,10
127915,0515134465,10
167648,1840224002,7
176478,1853260339,7
266921,1853260339,7
278396,1853260339,7
261363,1853262544,5
274750,8495501465,7
126197,0330352695,7
192290,0330352695,8
20239,0451410149,2
42374,0451410149,5
59841,0451410149,3
256551,0553570587,2
138805,0671028014,8
156870,0671028014,5
143698,1591132207,10
10598,0752271687,7
212012,0752271687,8
10618,0505524902,10
31159,0345450914,7
153376,0345450914,6
174657,0345450914,8
238848,0345450914,9
153315,0451210611,9
64263,0679438890,4
23051,0743400739,5
93494,0812929802,7
170701,0812929802,8
10626,1550544683,8
23145,1550544683,9
69144,1550544683,7
94342,1550544683,8
98608,1550544683,7
119333,1550544683,6
123511,1550544683,7
124107,1550544683,7
134701,1550544683,7
135308,1550544683,8
142051,1550544683,7
153331,1550544683,7
227805,1550544683,8
239433,1550544683,8
239635,1550544683,6
262036,1550544683,10
277532,1550544683,7
10628,0749717556,8
10630,0881339512,8
10633,037575699X,7
10638,0714843377,8
75939,0399148248,9
148862,0399148248,9
151929,0399148248,9
154321,0399148248,9
208735,0399148248,9
242865,0399148248,9
246395,0399148248,9
103022,0525944230,8
67226,0061015075,8
86697,0061015075,6
145935,0061015075,8
190303,0061015075,6
243250,0061015075,7
132709,0786889306,3
137134,0786889306,7
269040,0786889306,3
19528,0671007637,10
89611,0671534726,8
234599,0671534726,8
10683,0689848919,5
49745,0689848919,6
71310,0689848919,7
121599,0689848919,1
142175,0689848919,5
162930,0689848919,6
220778,0689848919,9
275017,0689848919,10
10696,0590436481,6
31325,0140378278,8
44472,0140378278,9
78254,0140378278,8
129268,0140378278,10
81788,0671673653,5
124647,0671673653,8
120416,1558746692,9
187468,1558746692,8
12626,0446671002,3
66527,0446671002,10
80779,0446671002,9
121566,0446671002,8
147195,0446671002,5
163919,0446671002,8
169853,0446671002,10
170553,0446671002,10
185266,0446671002,7
237406,0446671002,9
10708,0060930314,6
153497,0060930314,6
10710,0590453653,10
37564,038097729X,9
94132,038097729X,6
112727,038097729X,8
208627,038097729X,7
37981,038549842X,8
81589,038549842X,8
131275,0399149384,8
30424,0679419454,10
50098,0679419454,7
55591,0679419454,6
123494,0679419454,10
165547,0679419454,6
212879,0679419454,10
229752,0688126731,10
98915,1551668971,5
87973,0812971043,8
162575,0812971043,7
171939,0812971043,8
256709,0812971043,8
10734,0060923288,9
65486,0060923288,8
10734,0754807762,2
63910,0330349112,7
92074,033035566X,8
166757,1551669323,3
240529,1551669323,8
106550,0679757015,7
168853,0671027328,8
10760,0195090616,9
160061,0064406423,5
10804,0449147231,7
29602,0330351958,5
127920,0330351958,6
198655,0312185863,7
75746,0451206444,5
252086,0689117353,10
19720,0843947616,5
169384,0843947616,8
64457,0060929804,5
37494,0060953020,10
46799,0060953020,10
59917,0060953020,8
211254,0060953020,7
146847,0061099481,8
213726,0140361227,9
223096,0140361227,8
157586,0316102334,8
148802,0316702757,10
162038,0345362861,6
148529,0375411119,6
13065,0385333005,7
270864,0385333005,6
238468,0393322963,9
92707,0399146601,8
99213,0399146601,10
152348,0399146601,2
208463,0399146601,6
251259,0399146601,8
62444,0425100413,9
44776,0425154637,8
102132,0425154637,10
55014,0425173917,5
75766,0425173917,5
29181,0440407028,8
119225,0440917190,7
122058,0440917190,5
20605,0441089348,8
30714,0441089348,8
36691,0441089348,6
214057,0441089348,8
215048,0441089348,6
235697,0441089348,7
263840,0441089348,3
54914,0449206211,6
208123,0449206211,6
244616,0449206211,8
192674,0451200187,9
125689,0451527097,6
215715,0451527097,6
227893,0451527097,6
11720,051770739X,8
60672,051770739X,9
172274,051770739X,8
269060,051770739X,9
62552,0553293389,8
20102,0553380400,10
231105,055356241X,8
181989,0671019163,5
48391,0684189259,9
11390,0743255712,10
267592,0743255712,10
217358,0802850995,9
42770,0812504380,4
141874,0812518055,8
16172,0836250877,4
60618,0886773865,3
60983,1576739759,7
118746,1576739759,5
58773,1853260282,8
137323,1853260282,10
201133,1853260282,9
166148,0451410378,7
190681,0451410378,7
258305,0451410378,7
99456,0452263565,5
173932,0452263565,9
181952,0452263565,6
235548,0452263565,8
98900,0812575857,6
215398,0812575857,6
10847,0345346602,7
68061,0345346602,7
10849,0679454748,9
121970,0679454748,7
127209,0679454748,8
248894,0679454748,4
94674,0061097853,7
257130,0061097853,7
40927,1865083348,8
189874,1865083348,7
10878,0553271369,2
54207,0553271369,3
221774,034911319X,8
259471,034911319X,7
48483,038072751X,10
66229,0671867091,8
136423,0671867091,8
223897,0671867091,6
188889,0590487922,7
10936,0671709607,10
209222,0671709607,10
10939,1881471578,8
12706,0849942365,7
76399,0140287442,8
18292,0515130095,6
261269,0515130095,8
85987,0671795554,2
42789,0451407199,3
42758,0684871483,6
107281,0684871483,10
198946,0684871483,9
10959,0684847450,10
101038,0684847450,2
175981,0330484915,6
207197,0330484915,6
175981,0553255193,8
32183,0684865386,10
246022,0684865386,10
10969,0395585686,9
10986,0590321579,7
167655,0590321579,9
10990,0919926487,8
203732,0919926487,7
211105,0919926487,8
11000,0060298812,10
165182,0553275380,9
29080,0345446666,5
85499,0345446666,4
129790,0345446666,4
131881,0345446666,5
145286,0345446666,4
147685,0345446666,4
158912,0345446666,4
209063,0345446666,6
268548,0679752560,8
11053,042514321X,9
11053,0767904621,9
92113,0312205309,8
128652,0671690094,10
130825,0671690094,10
134478,0671690094,10
153381,0671690094,10
232097,0671690094,10
135551,0061020680,8
119453,0061031151,10
17284,0099269325,1
108296,0099269325,3
225305,0156004801,8
24526,0312965737,7
49050,038000321X,8
86448,038000321X,8
195573,038000321X,5
231144,038000321X,10
86475,0385494246,9
222284,0385494246,7
243514,0385494246,8
249189,0440226023,7
40882,0451204379,10
110984,0590409662,10
156796,0671640992,9
79844,0679410325,8
81633,0679410325,8
123450,0679410325,8
265325,0843949465,8
97712,1853260975,8
38533,0446611921,7
55205,0446611921,8
112158,0446611921,6
121721,0446611921,4
128149,0446611921,6
132661,0446611921,6
212771,0446611921,9
231796,0446611921,7
233881,0446611921,7
42137,0812967224,8
95303,0812967224,9
11139,0374250995,10
11149,0006550576,8
34713,0006550576,8
137711,0006550576,8
155581,0006550576,8
11151,0743471555,8
14721,0743471555,8
11160,0679776591,9
12819,0679776591,9
40800,0679776591,7
85802,0679776591,10
135605,0679776591,10
146396,0679776591,7
151830,0679776591,9
169372,0679776591,5
199804,0679776591,9
53277,0679435549,10
118178,0679435549,10
278270,0679435549,3
11203,1862045143,9
11222,087113795X,9
24162,087113795X,10
100127,087113795X,5
147228,087113795X,10
269565,087113795X,8
275126,087113795X,10
26605,0312927746,5
206913,0312927746,6
223268,0312927746,10
38254,0380710811,8
265188,0380710811,8
106783,0446522597,9
152853,0446522597,9
230598,0446522597,9
266959,0590303805,5
84525,0590446681,1
14496,0811808424,9
48286,0811808424,9
70050,0811808424,9
11230,207054351X,5
116343,0451175190,8
151312,0451175190,8
218008,0451175190,8
274000,0451175190,10
151312,0451181964,8
11240,0886776686,7
121577,0312864124,8
31025,0451162919,8
160682,0451162919,3
176103,0451162919,3
169222,0515117420,10
152205,0515132489,8
237527,0515132489,6
159105,0553284363,7
248153,0553284363,2
22122,0553582364,6
85201,0553582364,4
223999,0553582364,9
11249,0375500642,9
11251,0743219287,5
64419,0345440781,9
100712,0345440781,7
165506,0345440781,8
159543,0441008976,3
15449,044100914X,9
118060,044100914X,8
126010,044100914X,10
186617,044100914X,5
11298,0515124893,6
22579,0515124893,5
58957,0515124893,5
86288,0515124893,8
119778,0515124893,10
156864,0515124893,8
194321,0515124893,5
11302,0786860820,7
245941,0786860820,7
149946,0061012165,8
93232,0812540336,7
94018,0812540336,7
103761,0812540336,7
189708,0812540336,7
206351,0812540336,1
11328,0590503111,10
11334,0879517034,8
11335,0790008696,9
11359,1568655622,10
143740,1568655622,10
192967,1568655622,10
123438,067162461X,10
53502,0812580397,5
231741,0812580397,7
235872,0812580397,5
11370,0446678619,9
241362,0446678619,9
11374,0671702513,4
104773,0671702513,7
144110,0671702513,6
244310,0671702513,5
11378,0679420428,7
11383,0273645919,10
11390,0758203519,3
11390,1560255102,5
266263,1560255102,10
11391,0312287712,4
14344,0312287712,8
68683,0312287712,8
98920,0312287712,8
223064,0312287712,9
134831,0393039307,9
114355,0806994754,5
217849,0140126562,6
51968,0140430016,9
151882,0140430016,8
151996,0140430016,8
161620,0140430016,8
176233,0140430016,8
200807,0140430016,9
68683,0375724850,9
52215,1576739767,9
180532,1576739767,5
31188,1853261912,8
255966,1853261912,8
11411,0671734334,9
11412,0399145052,8
209862,0399145052,8
11413,0671883208,5
82169,0099740516,9
88887,0099740516,5
134880,0099740516,7
175346,0099740516,9
205257,0099740516,6
11416,0590453068,8
58422,0590453068,9
116518,0590453068,10
142604,0590453068,9
237126,0590453068,10
45981,0689824750,9
81498,0689824750,7
128370,0689824750,7
132224,0689824750,8
138932,0689824750,5
155346,0689824750,8
164143,0689824750,8
166508,0689824750,8
179975,0689824750,9
182990,0689824750,8
11431,0345423623,7
48158,0553246895,8
128357,0553246895,7
11443,0385316577,2
17635,1400047838,6
11453,0786864656,8
153988,0913428361,8
11459,0525945466,10
31161,1551668106,6
11463,0440404975,4
11463,0689713908,6
39915,0440413729,6
68964,0440413729,9
11487,0553565060,6
11511,1899293086,10
17089,0345430573,8
39586,0345430573,7
268534,0345430573,10
197078,0743203232,10
236494,0743203232,10
40482,055358099X,9
272697,055358099X,7
11521,0440208130,7
11521,0446600288,6
11521,055337513X,9
139316,055337513X,7
11521,0671507036,8
155474,0671507036,7
173002,0671507036,8
275950,0671507036,7
11521,0812574923,7
68462,0812574923,7
23824,0821776037,3
208790,0821776037,3
105771,0312983093,8
20309,0345435648,7
111442,0345435648,7
130216,0345435648,7
17397,0385316917,10
32037,0385316917,8
144262,0385316917,8
81815,0385333463,7
130823,0385333463,10
221254,0385333463,7
93718,0385335431,9
139448,0385335431,9
159865,0385335431,6
217669,0385335431,10
224364,0385335431,9
55445,0440201926,6
61380,0440201926,10
112903,0440205573,4
11550,0373288689,9
11569,0553252607,8
11595,0373833458,9
66067,0373833458,8
94388,0060194170,8
155825,0060639059,8
19867,0060932139,7
21392,0060932139,5
51900,0060932139,9
64530,0060932139,9
137273,0060932139,7
158379,0060932139,7
180076,0060932139,7
245667,0060932139,6
68528,0060932902,8
116046,0060932902,6
151213,0060932902,9
166139,0060932902,7
255813,0060932902,8
71996,0060952423,8
152140,0060952423,6
266032,0060975466,10
134333,0061092037,8
187217,0061092037,8
187615,0061092037,8
223482,0061092037,7
242663,0061092037,10
225504,0061092614,7
37792,006109921X,6
40140,006109921X,8
74949,006109921X,10
99788,006109921X,8
126421,006109921X,8
45430,0062548662,6
144083,0062548662,2
161594,0062548662,2
213102,0062548662,8
248559,0062548662,7
238724,0064401758,6
108671,0064401871,6
182056,0066211484,6
237639,0066211697,8
258214,0140077715,5
59495,0140131558,8
162859,0140131558,7
163882,0140131558,4
167967,0140131558,8
168315,0140131558,4
181090,0140131558,10
204635,0140131558,8
40722,0140250948,5
62829,0140250948,5
85018,0140250948,7
55042,0140274375,8
192333,0140274375,5
242908,0192833588,9
126426,031211933X,5
41289,0312968892,3
139225,0312971540,5
115344,0316693715,7
232234,0316693715,9
74076,0316812404,5
93615,0316812404,6
144458,0316812404,7
12195,0345310020,7
12964,0345310020,7
31281,0345310020,7
43555,0345310020,7
48960,0345310020,8
56424,0345310020,8
57204,0345310020,8
97279,0345310020,6
118424,0345310020,7
198059,0345310020,10
213880,0345312015,6
218740,0345340418,6
249630,0345340418,7
269875,0345340418,6
16470,0345345053,3
97019,0345345053,9
241902,034535933X,7
141865,034536998X,9
235329,034536998X,9
70985,034537682X,6
106692,034537682X,7
100002,0345397819,8
138106,0345397819,10
142977,0345397819,9
192081,0345397819,9
49420,0345426800,7
181861,0345426800,8
214690,0345426800,7
119750,0345428285,8
127322,0345428285,8
175591,0373244487,10
249928,0373244487,7
121309,0375706690,10
193989,0375758771,8
14293,0380017962,8
104711,0380017962,8
263354,0380017962,9
200076,038072121X,8
216903,038072121X,8
92992,0380728753,5
120722,0380759500,5
41203,0380812002,8
195937,0380812002,8
40187,0380818655,5
70984,038531700X,10
80699,038531700X,7
142871,038531700X,5
251229,038531700X,7
61818,0385333781,7
124815,0385333781,7
68117,0393301583,9
242973,0393959031,5
180857,0394505050,8
32369,0394564324,10
135945,0394564324,8
137541,0394565614,6
177352,0394565614,6
13720,0399141464,8
93548,0399141464,6
120578,0399141464,7
159865,0399141464,9
164363,0399141464,7
219952,0399141464,6
223368,0399141464,8
251302,0399141464,4
254184,0399141464,6
261451,0399141464,8
95565,0399142983,9
131904,0399142983,8
40243,0399145427,9
20672,0399148779,7
38488,0399148779,6
60804,0399148779,8
139448,0399148779,6
187101,0399148779,5
269702,0399148779,6
278488,0399148779,6
39523,0425100057,9
179058,042510429X,8
51157,0425110427,10
130967,0425110427,5
144175,042512519X,9
165978,042517140X,8
222504,0425183025,8
241274,042518904X,8
245045,042518904X,6
267761,042518904X,6
69398,0439376068,7
123198,0439376068,10
200699,0440216818,1
277975,0440216818,9
268307,0440219248,4
18331,0440224047,10
23794,0440224047,6
171766,0440224047,8
209902,0440224047,7
127520,0440904196,8
132963,0440904196,8
70408,0441007910,5
78049,0441007910,3
235631,0441007910,7
162693,0441132456,8
206387,0441132456,7
34661,0441908721,8
240552,0441908721,10
17194,0446350982,9
97695,0446350982,9
154799,0446350982,7
220499,0446350982,9
225041,0446350982,9
51353,0446611751,4
267388,0449005127,10
59139,0449007111,7
161390,0449148718,8
188703,0449149900,2
134313,0449200981,9
130395,0449210928,5
130547,0449210928,8
245594,0449210928,8
54113,0449211479,8
94416,0449211479,7
119502,0449211479,7
185085,0449211479,8
238677,0449211479,7
198709,0449214192,3
212330,0449214192,3
83193,0449217493,7
156740,0449217493,7
222918,0449217493,7
248180,0449217493,7
74161,044921849X,6
31095,0449219615,1
195526,0449221113,6
138697,0449912337,6
188561,0451133129,7
233953,0451156234,5
70962,0451163516,8
252667,0451163516,8
211953,0451166876,9
212945,0451166876,9
73915,0451171128,9
146764,0451171128,9
45804,0451185145,8
81016,0451197011,8
81913,0451197011,8
83714,0451197011,3
68605,0451199685,7
100128,0451199685,7
100128,0451202317,6
108194,0451202317,6
141102,0451202317,6
232288,0451202317,10
248520,0451202317,6
27826,0451205413,3
166368,0452011876,10
265550,0465019803,6
29451,0486270629,7
97304,0486270629,9
41379,0486277852,7
148356,0486277852,7
66304,0515120871,8
117740,0515120871,7
180456,0515120871,7
194513,0515120871,8
269348,0515120871,7
153223,0515129232,7
158912,0515129232,5
33070,0553109588,7
139554,0553268724,7
125819,0553272934,9
47794,0553298178,8
271551,0553298178,8
13001,0553347756,3
41315,0553347756,7
172834,0553347756,5
199144,0553560727,10
213631,0553573330,7
22078,0553574574,8
23769,0553574574,1
70417,0553574574,7
73172,0553574574,8
85340,0553574574,7
94470,0553574574,8
107667,0553574574,8
108204,0553574574,10
133816,0553574574,8
163650,0553574574,8
164836,0553574574,8
171837,0553574574,8
179429,0553574574,10
192329,0553574574,7
207069,0553574574,8
243488,0553574574,7
250952,0553574574,8
255625,0553574574,9
262693,0553574574,6
50899,0553578251,8
166108,0553578251,7
168710,0553578251,8
210568,0553578251,8
277284,0553581929,7
204396,0670030031,8
265445,0670030031,4
57140,0670878812,6
123820,0670878812,4
78765,0671010123,7
94277,0671010123,6
107638,0671010123,8
261846,0671010123,6
278148,0671010123,8
32525,0671019961,3
147139,0671019961,8
131137,0671025864,6
247864,0671025864,4
150962,0671523090,3
71260,0671524097,7
148793,0671524097,7
238942,0671524097,6
180922,0671553038,10
234524,0671553038,9
257063,0671624830,7
134461,0671722778,4
50936,0671732277,3
65052,0671732277,8
127789,0671732277,3
128271,0671740504,6
43827,0671743880,9
245293,0671743880,9
267178,067179065X,7
243100,0671799045,9
256687,0671799045,3
164643,0679437037,3
22104,0679441018,8
106915,0679441018,8
117033,0679441018,8
144262,0679441018,8
100575,0679720219,9
105404,0679720219,1
20881,0679721746,6
251872,0679721746,8
272041,0679722068,2
111205,0684169401,6
37948,0684803860,9
181261,0684803860,5
188754,0684803860,8
132387,0684824892,6
43730,0684834723,5
278784,0684834723,5
77390,0684854759,8
232538,0684864185,9
206532,0688165273,7
271272,0689856741,7
243998,0743405900,7
18666,0743457463,6
71623,0743457463,6
183030,0743457463,6
183045,0743457463,6
223451,0743457463,5
225817,0743457463,7
217235,0767903595,3
120403,0767905040,6
49589,0785264280,9
74874,0785264280,8
202189,0785264280,3
277473,0785264280,8
42770,0786880708,3
22612,0786889608,5
79596,0786889608,7
103178,0786889608,7
122271,0786889608,7
254168,0786889756,1
101164,0802130798,9
155948,0802130798,8
21283,0802713432,8
60335,0802713432,6
69553,0802713432,7
150899,0802713432,5
180180,0802713432,6
131777,0805054537,7
114246,0812576403,4
193719,0812928423,9
41351,0821742841,7
51930,0821742841,8
58245,0821742841,9
62468,0821766570,10
93916,0821766570,6
143395,0821766570,8
265923,0821766570,2
15437,0821771167,7
124497,0821771167,8
16498,0836217241,8
84984,0836217241,4
