uid,isbn,cluster,summary
208769,0385312202,3,fifteen chapters unfinished sequel best-selling quotcold sassy treequot drawn conclusion burns39 editor reflects inspiring life olive ann burns leaving cold sassy - portait grown-up will
81860,0440226279,3,in 1760 raine merrick escapes french prison enigmatic treacherous woman returns native scotland finds mysterious woman guest family home mcclairen isle
200344,0440407079,3,collects novels judy blume including quotare you there god it me margaretquotin girl sixth grade struggles questions religion identity enters adolescence
200344,0738208612,3,smart mobs takes journey world preview techno-cultural shift
97491,0446303011,0,insightful essays frustrations modern life
98957,0446327786,3,as plans birthday party husband samantha shaw gradually learns deadly calendar murderer
46386,0446364703,3,when pi regan reilly attends class reunion england long- dead body former roommate turns clues mystery follow regan sails home -- hands killer
272981,0449125092,3,this vintage mcgee confirms john d macdonald reputation greatest storytellers time
267034,0449134369,0,rivals father love social position rightful claim large family fortune beautiful sisters bound fateful secret -- illegitimate
138921,0515039276,0,this fourth volume the kent family chronicles follow fortunes family members middle nineteenth century
260688,0515084557,0,the generals mission -- lead america finest relentless enemy deep jungles southeast asia -- kind generals prepared army reissue
232341,0552121401,0,deception blackmail murder revenge themes stories move london coast spain mauritius dublin dordogne
267296,0553268074,3,now award-winning author love medicine vibrant abandonment sexual obsession jealousy unstinting love
176008,0553284657,0,after ecstatic years married ruler vast industrial empire billy ikehorn creates scruples california specialty shop rich realized lavish whims wildest fantasies
176008,055309596X,0,the series epic fantasies set strife-torn future land when bantam books asked lucas
163620,055309596X,0,the series epic fantasies set strife-torn future land when bantam books asked lucas
34429,0553293397,3,the earth destroyed solaria robot army elijah baley fails find murderer eminent scientist
181938,0553562940,0,noted planetary surveyors carson findriddy undertake task mapping planetoid boohte mission complicated companions young intern specializing mating customs native guide levies fines pay
73810,0590333062,2,daniel learn karate defend toughest kid school
62786,0590456903,0,offers young sleuths cases solve providing clues readers put jigsaw puzzle
62786,0312059655,0,drew summers drawn small town greenview south carolina takes characteristics betty fairchild girl murdered twenty-four years
62786,0590427318,0,offers young sleuths cases solve providing clues readers put jigsaw puzzle
164322,0590629816,3,resenting animorph powers marco prefers watch widower father learns mother alive horrified discover highest ranking officer yeerk army original
88866,0671001876,0,getting locked department store closet christmas eve kenny frobisher meanest bully shadyside escapes closet realize locked mall visited ghosts fear street
88866,0590452347,0,explores aspects weather changing seasons spiral-bound transparent pages
179651,0671532278,3,the consortium executives four-square-mile self-contained community inside city los angeles exercise full power prank sabotage raid reveals secret defense system
257828,0671667033,3,three girls invited classmate halloween party decide real witches sabotage event casting spells
93625,0671741039,0,an ancient evil roams desolate landscape america ravaged nuclear
174448,0671741039,3,an ancient evil roams desolate landscape america ravaged nuclear
59115,0671878530,0,when murdersuicide spree besieges alanda incident leaving killer victim dead constable tal rufen begins suspect events linked bigger puzzle
173671,067975377X,3,dinah sachs relives history relationship asa thayer handsome editor magazine works describes failure passion creativity transcendence inherent love
273867,0762409053,3,the case killer bugs someone selling pirated copies smash hit game insect invaders-complete vicious virus eats kids39 computers alive now digital detectives determine created deadly disks
222192,0786808551,3,quota cracking readquot-publishers weekly quotthe world colfer creates vivid fantastical shire gotham galaxy away quot-entertainment weekly review a-
251840,0786808551,3,quota cracking readquot-publishers weekly quotthe world colfer creates vivid fantastical shire gotham galaxy away quot-entertainment weekly review a-
27760,0805013342,0,quotaquot is alibi quotbquot is burglar quotcquot is corpse quotdquot is deadbeat quotequot is evidence quotfquot is fugitive quotgquot is gumshoe quothquot is homicide quotiquot is innocent quotjquot is judgment quotkquot is killer quotlquot lawless quotmquot is
142789,0805013342,3,quotaquot is alibi quotbquot is burglar quotcquot is corpse quotdquot is deadbeat quotequot is evidence quotfquot is fugitive quotgquot is gumshoe quothquot is homicide quotiquot is innocent quotjquot is judgment quotkquot is killer quotlquot lawless quotmquot is
266269,0812534867,3,in land xanth roxanne roc bird stand trial demoness metria magician humfrey
242940,0060256656,0,but boy grew older began tree tree gave gave gave this tender story touched sadness aglow consolation
12559,0749933380,0,dana underhill artistic gift led world
60330,0345369491,3,sheriff charles timothy matthews investigate murder archaeologist caught spying midnight rites cult group inside extinct new mexico volcano original
12626,051788433X,0,this informative funny collection encompasses broad range manias deceptions witch burnings great crusades prophecies nostradamus
218161,0875420087,0,according author text experience spirit contact lives fail recognize
24367,0395519519,0,lily heiress san francisco jewelry dynasty finds safe world exploded obsessive affair repeating family history begun learn
223422,0446604682,3,wrongly imprisoned twelve years nathan bailey kills guard self-defense escapes finds run police mafia county prosecutor determined stop costs reprint
223422,1551669609,3,all fall down erica spindler released apr 24 2002 available purchase
43465,0743426657,3,upon finding husband dead study anna neale begins probe untimely death fear foul play learn didn39t husband living secret life
15915,0670839531,3,leland gaunt probes limits people desires moves castle rock maine -- opens shop needful things -- sets high price love hope human soul
99295,0670839531,0,leland gaunt probes limits people desires moves castle rock maine -- opens shop needful things -- sets high price love hope human soul
66028,0316693707,0,join alex cross terrifying murder case 1 new york times bestseller pbs quot100 great american reads
65970,0425161633,0,when robin moore divorced mother teenaged brings off- islander named stephen island home presence transforms cross paths
273615,088730866X,0,with book adams footsteps great futurists sitting home making stuff can39t proven wrong years
162514,0553802453,3,trained military assassin elena kyler forced deadly alliance sean galen dangerous targeted death rico chavez charismatic utterly ruthless killer unlimited
271367,0553802453,3,trained military assassin elena kyler forced deadly alliance sean galen dangerous targeted death rico chavez charismatic utterly ruthless killer unlimited
271367,0553106163,3,photojournalist bess grady long-awaited vacation tenajo mexico turns deadly vicious terrorists target small town nightmarish secret experiment leaves inhabitants dead transforms bess unwitting
271367,067943433X,3,happily married psychiatrist pam thompson finds comfortable life graphic artist husband dennis beginning unravel takes joan dwyer attractive forty-something woman abandoned husband patient 25
201485,0449147282,0,quotfaye kellerman date deeper richer emotionally complex
56403,068480378X,0,kinky friedman undertakes life-threatening mission aid pal willie nelson nelson involved medicine man death
218941,0099769913,0,the songlines invisible pathways criss-cross australia ancient tracks connecting communities ancient boundaries
248256,1560761210,3,under previous sun athas teemed life
12893,0919924034,3,steiner focuses spiritual events transformations human consciousness outer historical events
145014,0553106333,0,as serial killer the cremator terrifies helpless city witness advocate kate conlan struggles cope homeless teenage witness hidden agenda legendary fbi profiler powerful businessman estranged
46936,0684868938,3,a collection essays humorous offers author thoughts parenting life general draw experiences father girls childhood oldest children
12967,0385285965,0,three novellas explore theme revenge actions resort feel threatened
158171,0385285965,0,three novellas explore theme revenge actions resort feel threatened
123487,0061008095,0,sweeping globe touching powerful emotions define lives barbara taylor bradford grand farewell characters familiar cherished -- triumphant conclusion live hearts
76500,0140284125,3,only inimitable jeeves save day
131945,0142000809,0,hired restore once-magnificent library ravaged english civil war london bookseller isaac inchbold embroiled search missing manuscript conspiracy spies smugglers forgery
266211,0142000809,0,hired restore once-magnificent library ravaged english civil war london bookseller isaac inchbold embroiled search missing manuscript conspiracy spies smugglers forgery
131945,0821413740,0,presents words life west virginia teacher union organizer politically active local state national levels served vice president naacp 1963 1966
166863,0671737600,3,hired spy global industries rival corporation lauren secret destroy unexpected relationship nick sinclair global handsome president reissue
166863,0312959400,3,a collection short love stories portray flower girls matchmakers
148885,0811212777,3,for events blind accordion player gaudencio plays mazurka set backward rural community galicia cela creation ways contrapuntal musical composition built varying themes moods
86848,1551664836,3,judd mackie job uncover secrets he waited years opportunity fall now chance scoop story year world truth stevie
249214,1551664836,0,judd mackie job uncover secrets he waited years opportunity fall now chance scoop story year world truth stevie
12993,8484035727,3,a monster assembled scientist parts dead bodies develops mind learns loathe hate creator
179198,0345332687,0,british agent bernard samson discovers compelling evidence traitor highest level british intelligence find direct confrontation british kgb agent
179984,0380770466,3,years italian privateer marco glaviano saves orphaned twelve- year-old christina abbott spanish pirates takes caribbean island hideaway deny love now-grown- young woman original
189763,0439425220,3,published conjunction 2nd live action harry potter film harry potter and the chamber of secrets collection 100 high- quality postcards features images upcoming movie
98474,0590431978,3,stories ghosts witches quotjumpquot stories scary songs modern-day scary stories
229173,0590431978,3,stories ghosts witches quotjumpquot stories scary songs modern-day scary stories
229173,0689840314,3,lucy falls love discovers wet dirty calico kitten doorstep patch special worries
28229,0690040784,3,feeling deprived life schooling friends mother twin sister louise finally begins find identity
272648,0192823795,3,miss mary marstan receives post year large pearl clue sender
66957,0812521374,3,buried romanian mountains trapped unlife thibor ferenczy teaches human tool boris dragosani rip secrets minds bodies dead world domination harry koegh necroscope save
113257,0812521374,0,buried romanian mountains trapped unlife thibor ferenczy teaches human tool boris dragosani rip secrets minds bodies dead world domination harry koegh necroscope save
246589,0873325079,5,a collection twelve traditional tales parts china
79283,0425115291,0,in 1992 america brink nuclear soviets invade iran key world future lie experimental space station -- silver tower -- capable destroying soviet missiles
96501,0880385480,3,traces origins huma hero lance recounts final conflict queen darkness forces paladine
90316,0515094773,3,feisty emily engaged love finds betrothal threatened growing feelings tom handsome infuriating rival father business
154545,0515094773,3,feisty emily engaged love finds betrothal threatened growing feelings tom handsome infuriating rival father business
13169,0812510127,3,hired airline company investigate recent accidents former cia field officer kirk mcgarvey stop japanese industrial espionage mission sabotaging american planes reissue
132795,0465005594,3,explaining intricacies warp speed showing difference holodeck hologram introduction arcane world physics quotstar trekquot build frame discussion
217448,0465005594,3,explaining intricacies warp speed showing difference holodeck hologram introduction arcane world physics quotstar trekquot build frame discussion
132795,0553111248,3,joanna lander clinical psychologist obsessed near-death experiences joins forces dr richard wright neurologist discovered manufacture ndes mind- altering
26750,0553111248,3,joanna lander clinical psychologist obsessed near-death experiences joins forces dr richard wright neurologist discovered manufacture ndes mind- altering
132795,0671658174,3,time story kobayashi maru -- starfleet academy test command cadets
132795,0385247729,3,coyul -- superior beings created earth -- finds besieged authority authenticity questioned attempt made life
187880,077109969X,0,the stories the lost salt gift blood remarkably simple family drawn shared separate losses childs reality conflicts parents memories young struggles terms loss
232516,0812534085,3,set fantastic city newford locale memory amp dream collection fifteen urban folktales explores nature art souls poor power desire reprint
232516,0380786508,3,the high king tir-nan-og deposed imprisoned throne faerie siege
13242,088001539X,0,us poet laureate robert hass considers twentiethcentury poets bring pleasure robert lowll jameswright tomas transtromer joseph brodsky yvor wintersrobert creeley james mcmichael czeslaw milosz othersin
195891,0060953055,0,dedication quotwriting book rarely work person
208796,0062501860,3,plain simple vividly recounts sojourns amish families visits bender enters world television telephone electric light refrigerators world clutter hurry replaced quiet
46314,0064404897,3,otter board machine change life -- train open dragon gate
147988,0380815613,3,a bum hip bed-and-breakfast hostess judith mcmonigle flynn limping good cheer hospital -- questionable quothaven healingquot recent patients didn39t make cut routine surgery
177828,0385497946,3,murasaki shikibu real-life author quotthe tale genjiquot imagination storytelling abilities escape loneliness entertain empress express political sexual intrigue experienced
210728,0395636264,0,the acclaimed author blue highways prairyerth chronicles journey america waterways dory nikawa river horse encountering strange hostile cities hair-raising dangers tour
236547,0395636264,3,the acclaimed author blue highways prairyerth chronicles journey america waterways dory nikawa river horse encountering strange hostile cities hair-raising dangers tour
237166,0670030600,0,ellie haskell unwittingly drawn mystery moonlighting housekeeper modish matriarch reports surviving daughter late ex-employee seeking revenge killing mother former employers
237166,0684196395,0,her mother meddler grandmother cans short case one money major motion picture starring katherine heigl stephanie plum debbie reynolds grandma mazur
110674,0671756443,0,dave robicheaux new orleans detective discovers dead involved dealers mafia chieftains ex-general shady dealings central america beautiful woman
270535,0671756443,0,dave robicheaux new orleans detective discovers dead involved dealers mafia chieftains ex-general shady dealings central america beautiful woman
223469,0743417593,3,from prize-winning investigative reporter inside track story broke 1993 definitive chronicle notorious child murders west memphis arkansas photos
32837,0842332340,3,all armies world including tribulation force head middle east engage massive battle world dangerous live death mistrust treachery
19248,1551668416,0,arriving small prairie town buffalo valley north dakota visit family friend reluctant fiancee makes mind vaughn kyle army encounters carrie hendrickson
19248,0553801880,0,after shop italy destroyed target blackmailer turns dead lavinia lake joins forces tobias march private investigator uncover truth save reputation
212896,1570718245,3,presents collection twelve stories centered life southern woman including quotmariequot account beautiful blonde seduction robbery high-tech sales representative
13282,0060193328,0,one children high-ranking government official loung ung lived privileged life cambodian capital phnom penh age
265942,0399150412,0,a confrontation radical environmentalist group danish cruiser forces numa special assignments team leader austin colleague joe zavala rescue ship trapped situation
13410,0679894772,0,a collection excerpts dr seuss39 books addresses challenges delights working life with introduction tom peters
196805,0061059056,0,who harm discworld beloved icon very things held sacred twisted corrupt heartless -- oddly familiar -- universe hogfather
196805,0345345061,0,a fantastical anthology short fiction poetry commentaries author the lord rings includes quotthe adventures tom bombadilquot quotfarmer giles ham author intriguing essay art fairy story
13479,0304353493,3,this john nunneley account 19-year-old officer world war ii arrived kenya join king africa rifles famous colonical regiment lead askaris africa burma kabaw valley
44398,0451522796,3,gathers thirty-three stories hawthorne poe melville james gilman jewett chopin crane wharton twain london hemingway cather faulkner fitzgerald saroyan
119825,0517585154,1,quotthe narrative moves irresistible momentum amis daring exacting writer defy odds pursuit artquot -- quotnewsday quotfrom trade paperback edition
154613,0439201632,0,a young boy ghosts turns child psychologist
64491,0446353957,3,when tv reporter injured dallas-bound jet crash enters world mistaken identity political intrigue action- packed romantic suspense
59431,0778320383,0,when brother us marshal shot sniper central park archaeologist sarah dunnemore teams deputy us marshal nate winter discovers connection shooting family relationship
59431,0451411374,0,homicide detective elise sandburg forced confront past connection gullah culture serial killer mysterious substance forces victims death-like sleep terrorizes city savannah
59431,1573249556,0,in dream big hammond details sister entrepreneurs dreams managed fears happy successful lisa shares lessons learned mistakes made fulfillment attained
162656,0449911799,3,when emersons hire elizabeth abbott ms fix-it baltimore home dream she39ll fix
50100,0061013250,3,he steals boys kills thriving mothers39 anguish
164377,0061098752,0,frank o39connell live edge cost family home partnership father-in-law prestigious dc firm
204458,0061098752,0,frank o39connell live edge cost family home partnership father-in-law prestigious dc firm
117187,0373483902,3,the macgregors roberts39 cherished creations response popular demand patriarch daniel story ian macgregor 18th-century american ancestor
203266,0380819724,0,susan sinclair puts successful busy life hold return hometown copper creek michigan deal unwed pregnant daughter flirtatious mother lover -- father
197640,0385316348,3,twenty years graduation former college friends -- mary stuart tanya zoe -- leave different worlds reunited vast ranch wyoming tetons struggle terms lives
259399,0385486731,3,a lifelong passion begins 1884 couple childhood meeting chronicles intense courtship joyful years marriage
44184,0425091031,0,the woman elvis decided marry innocent fourteen-year-old girl writes candidly twelve years elvis husband father drug- wracked decline death reissue
213101,0449005836,0,the conway ancestoral home it fair share evil deeds family takes possession hulking victorian mansion unprepared awaits inside reprint
227527,0449005836,0,the conway ancestoral home it fair share evil deeds family takes possession hulking victorian mansion unprepared awaits inside reprint
29071,0451409809,3,arms dealer burdon lane weekend shipment danger federal agents infiltrated organization insiders bent taking a reprint
163366,0451409868,3,when husband kidnapped small south american country alice bowman turns terry thorne professional hostage negotiator
77846,0525942688,0,a medium recounts experiences relaying messages spirits afterlife sharing stories mourners served showing readers contact departed loved
124558,0553110748,0,in engrossing book john glenn tells story unique life -- lived center momentous time history helped shape history he kind hero resists called hero
269565,0553110748,0,in engrossing book john glenn tells story unique life -- lived center momentous time history helped shape history he kind hero resists called hero
269565,1890208299,0,new mexico undersheriff bill gastner presented case appears brought big time crime including gangs country
113666,0553571575,0,when injury sends broadway dancer blair simpson small town long convalescence falls love landlord affair fears cost passion dance reprint
235274,0553571575,3,when injury sends broadway dancer blair simpson small town long convalescence falls love landlord affair fears cost passion dance reprint
56971,0671021060,3,tommy pickles irascible toddler friends realize things joined tommy brand-new baby brother dil original movie tie-in
197203,1853260525,3,relates activites adventures members pickwick club
13553,0060196300,3,featuring ensemble cast stretches heart chinese high command control rooms us submarines screaming flight decks giant us aircraft carriers uss seawolf epic sweep
143641,0060196300,0,featuring ensemble cast stretches heart chinese high command control rooms us submarines screaming flight decks giant us aircraft carriers uss seawolf epic sweep
123585,0345388666,0,as seeks recover bhelliom lost jewel power sparhawk meets shining ones beings touch brings death
269027,0394577892,3,a disenchanted soviet physicist writes book exposing inefficiency soviet missile system lands hands british intelligence starts complex web events
54316,0670858692,3,rosie daniels flees nightmare marriage find refuge strange city brutal husband norman relentless savagery mad obsessions follow sanctuary drive transform survive 1750
150970,0670858692,3,rosie daniels flees nightmare marriage find refuge strange city brutal husband norman relentless savagery mad obsessions follow sanctuary drive transform survive 1750
258392,0679602593,3,in cold blood work transcends moment yielding poignant insights nature american violence quotfrom trade paperback editionquot
258678,0805019359,0,while investigating reappearance long-presumed-dead wendell jaffe kinsey millhone uncovers unpleasant truths family process
100925,0449209733,3,a former agent caught web conspiracy monstrous threatens existance institutions powerful catholic church
105073,0451211480,3,in wake munich writer assassination mossad agent gabriel allon vatican priest pietro embark dangerous journeys reveal long-buried secrets affecting fates millions reprint
15540,0060198303,3,infused rich atmosphere new york city filled smart charming cast characters headed stylish bernie the burglar prowl engaging delightfully suspenseful savored block fans
227233,0345466632,0,now paperback -- timely terrifying investigation dark underworld biological weapons 1 quotnew york timesquot bestselling author quotthe hot zonequot
136087,0440237246,3,scientists soldiers area 51 work protect earth alien airlia threaten destroy
136087,0743444043,3,meet understood heroes police work las vegas -- forensic investigators
184857,0441001963,3,but young boy saved life vlad taltos pays debt -- means uncovering financial scandal big bring house orca entire empire
238929,0441662250,0,when demon-goddess saves death vlad pay back professional services assassin
262612,0441662250,3,when demon-goddess saves death vlad pay back professional services assassin
215676,0553381709,0,the surviving contenders throne seven kingdoms continue struggle robb defends kingdom greyjoys jon confronts escalating threat daenerys dragon allies continue grow
231223,0553381709,3,the surviving contenders throne seven kingdoms continue struggle robb defends kingdom greyjoys jon confronts escalating threat daenerys dragon allies continue grow
122849,0451211561,0,when deaths high-level politicians linked single professional killer president will lee cia director wife leads quiet dc suburb island hideaway maine
13798,0380729407,0,few american novels written century endured heart memory ray bradbury unparalleled literary classic something wicked this way comes
94289,0380729407,0,few american novels written century endured heart memory ray bradbury unparalleled literary classic something wicked this way comes
94289,0345340396,0,a young colonist mars befriends strange round creature called willis trouble away school presence friendship finally enable colonials negotiate treaty martians
194602,0553107437,3,when rumors turmoil crozet hospital mysterious death hospital plant manager postmistress quotharryquot haristeen mrs murphy dangerous investigation
57245,0553107445,0,the unsuspicious death fast-living roger o39bannon wrecker ball turns murder mystery body discovered situation prompts quotharryquot haristeen feline sleuth mrs
225565,0684845067,0,a life rock singer courtney love examines early life time reform school work stripper asia marriage death husband kurt cobain birth daughter performing career
13889,0380795671,3,what corporate culture typical work week prospects advancement get answers learn strategies book liberal arts major afford
20911,031228361X,0,from murder washington suburb brutal chase cairo cemetery decks freighter disappears mists quotlibertyquot pure stephen coonts -- story tomorrow chilling headline
231901,0312278497,3,the final hermann hesse nobel prize literature 1946 the glass bead game fascinating complexity modern life classic modern literature set 23rd century the
98031,0553581295,3,police chief nalen storrow faces unthinkable investigating shocking murder local teenager learns considered suspect unsolved case profound repercussions eighteen years
158591,0671010514,0,in rampant consumer society 90s the manipulators timely reminder sneaky campaigns psychological insights scientific research lie buying decisions
88791,1840182709,0,julia roberts highest-grossing actress past decade
24583,006054564X,3,the author explores landscapes native country recounts 1973 assassination uncle caused exile shares experiences immigrant post- september 11 america
83120,038550084X,3,a new york city journalist applies urbane self-deprecating wit expeditions varied search elves iceland foray soap- opera acting contemplating gin-soaked olive bottom martini glass 35
14018,0140367829,3,these tales kings princes magicians talking beasts daily entertainment india persia arabia thousand years ago retold especially children vivid fresh collection
192585,0394758277,3,moose malloy six-foot-five giant prison detective philip marlowe involved seemingly hopeless search velma missing girlfriend seemingly routine case complicated gang jewel thieves
237286,0394758277,3,moose malloy six-foot-five giant prison detective philip marlowe involved seemingly hopeless search velma missing girlfriend seemingly routine case complicated gang jewel thieves
192585,0525943242,3,retired weatherman stanley waters opens bed-and-breakfast virginia called blue skies guest grand opening waters cats find murder investigation exciting -- dangerous --
192585,0553289209,3,a chilling account leonard fagot daughters describes dark side prominent new orleans attorney obsessed power murdered sons-in-law insurance money
36803,0451526058,3,presents original 1934 text banned united states 1961 author scathing prose punctuated graphic sexual observations criticizes hypocrisy conformist behaviors
196374,0451526058,0,presents original 1934 text banned united states 1961 author scathing prose punctuated graphic sexual observations criticizes hypocrisy conformist behaviors
197655,0515093025,0,long island housewife judith singer takes investigate murder local periodontist picture-taking lothario discovers attractive homicide lieutenant potential woman
53962,0446523364,3,in 1695 notorious english pirate buried bounty maze booby-trapped tunnels island coast maine
141470,0446610232,3,the largest meteorite discovered entombed earth millions years frigid desolate island southern tip chile
141470,0451206878,3,there follow success bentley little acclaimed the association the walking the revelation and that bentley little return
137747,0385480210,0,offers collection aphorisms records seventeenth- century jesuit designed inspire leaders heights
14193,0465031358,3,discusses evolution human species relates distinctions set humans apes explains developed social cultural organizations
160017,0062502891,0,the phenomenal bestseller 500000 copies sold worldwide epilogue author -- the chalice blade inspired generation women envision egalitarian society exploring
14222,0684868660,3,three women generations similar personal struggles sexual desires conflict religious beliefs rules church
31964,0446600814,3,the survivor proud heritage coolly sensual kalena embarks daring mission avenge family
14240,039453896X,3,this huge anthology contains wild brilliant writings lester bangs -- outrageous popular rock critics 1970 -- died age 34 1982
112123,039453896X,3,this huge anthology contains wild brilliant writings lester bangs -- outrageous popular rock critics 1970 -- died age 34 1982
14265,0449704378,0,a fifteen-year-old white boy raised lenape indians returned terms treaty
14272,0743206088,3,in collection kathy lamancusa gathers stories celebrities professional floral designers everyday flower lovers combines quotations noted writers practical gardening advice floral
47912,0020360754,3,here collected stories including works anthologized these stories reverberate rural tradition rites nature rituals small-town life
47912,0696217120,3,presents behind-the-scenes popular decorating program providing profiles cast decorating tips episode guide
14350,0310480000,3,drawing examples life lives successful founder wendy discusses values based honesty integrity caring lead success business life
238418,0679420991,3,the author recalls arrival united states australia years harvard marriage career toronto acceptance presidency smith college
275170,0679411674,0,in simple love story set 1926 harlem fiftyish door-to-door salesman joe trace murders teenaged lover hairdresser wife violet disfigure funeral
275170,0679434968,0,twenty years examining physician victims transsexual serial killer dr farrokh daruwalla leaves toronto return native bombay past murderer 250000
213821,0679435832,3,a anthology short fiction features twenty-two diverse tales explore magical fragility memory nostalgia translucent quality life middle age 30000 printing 35000 adpromo bomc alt
75549,0441000525,3,with humankind surviving underground twenty-fifth-century city courageous journeys back time cuba history alter past stop worldwide conflagration leave earth nuclear
245165,0061081450,3,inventing past order hide truth pippa discovered powerful irish chieftain throws mercy discover aiden secret quest passionate heart original
225273,0312171951,3,prudence ag stella find friendship romance happiness thrown yorkshire farm work quotland girlsquot replace farm hands fight world war ii
217667,0505520419,0,he master darkness mistress light brave endless night
217667,0373271670,0,hot on his trail linda winstead jones released jul 25 2001 available purchase
235752,0515110973,0,a magician daughter inherited father talents-and penchant jewel thievery then meets escape artist captures heart secrets shatter illusions
105241,0553297619,3,years tragedy separated hungarian childhood friends katalin steven reunited united states now- famous pianist katalin hides secret love steven husband adoring fans reprint
105241,0449141497,3,everyone timber bay friend van harder responsible boss death
18013,0553575244,3,brought hate earl hawkesmoor ariel ravenspeare nonetheless reluctant part brothers39 plan trap marriage bring destruction
62088,067146714X,3,from paris london boardroom bedroom lace takes reader rarified world unforgettable women beautiful complex strong aslace
216422,0671742558,2,beautiful impoverished orphan elizabeth cameron forced choose suitors finds drawn ian thornton handsome daring rogue views frivolous flirt reissue
137649,0843936819,3,she stunningly beautiful moment willful southern beauty night hawk knew make woman it made difference fought tooth nail refusing bend proud spirit
177869,1551665093,3,summer child diane chamberlain released dec 24 1999 available purchase
28921,157324175X,3,offers stories personal triumph collection tales made difference
15340,0385301413,3,chili palmer miami loan shark pursues mark who payments las vegas hollywood harry zimm gambled away 200000 earmarked production
96539,0446516694,0,from author the covenant flame the fifth profession
173272,0671864866,0,a study bill clinton closest advisors president team attempt fulfill clinton campaign promises
198633,0671864866,3,a study bill clinton closest advisors president team attempt fulfill clinton campaign promises
266637,0671864866,3,a study bill clinton closest advisors president team attempt fulfill clinton campaign promises
193220,0679450513,0,as internecine mob rages control construction rackets hell kitchen adare brothers -- paddy mob henchman billy law school -- find loyalties family friends neighborhood
193220,0060921625,0,details construction ironhorse florida golf course describing architect seeks provide challenges rewards golfers levels major financial undertaking accomplished
88218,0684841177,0,as forensic scientist temperance brennan works dismembered remains murder victim begins suspect -- despite skepticism local police -- link homicide torture-killing teenager
90157,0451527046,3,from young jim hawkins encounter sinister blind pew climactic battle memorable villain literature long john silver fired readers39 imaginations generations
168067,0394498216,3,a vampire recounts tragic two-century life marked endless thirst human blood
231205,158898608X,3,quotmonstrousquot traces author life subtly drifted homicidal state awakening age 21
28967,1853260495,0,the story flight small group americans indian allies british french indian war
34281,1853260495,0,the story flight small group americans indian allies british french indian war
266094,1853260495,3,the story flight small group americans indian allies british french indian war
172188,0816735662,3,all stories book based documented cases ufos reported real kids
274344,0816735662,3,all stories book based documented cases ufos reported real kids
172188,0439208491,3,when ice storm cripples hometown puts residents danger christmas callahans turn incredible santa paws
14496,0679762698,0,the author continues celebration provence collection culinary delights profiles colorful gallic characters personal observations
160702,0061014176,3,in backwoods georgia town investigative reporter john howell obsessed dark secrets local family vanished farm flooded quarter-century earlier reprint
183657,0140255125,3,relates story paula spencer woman approaching forty struggling alcoholism violent marriage
265303,0140255125,3,relates story paula spencer woman approaching forty struggling alcoholism violent marriage
194777,0345368932,3,led masterharper robinton f39lar lessa pern excavate ancient remains planet original settlement uncover colonists39 voice-activated artificial intelligence system reissue
50561,0345440404,0,when mail-order bride kate whittington desperate escape dismal existence cruel maine town arrives texas meet husband reed benton shocked discover heard
37459,0439286034,3,twelve-year-old paul lives shadow football hero brother erik fights play soccer despite blindness slowly begins remember incident damaged eyesight
185367,0439286034,3,twelve-year-old paul lives shadow football hero brother erik fights play soccer despite blindness slowly begins remember incident damaged eyesight
186495,0439286034,3,twelve-year-old paul lives shadow football hero brother erik fights play soccer despite blindness slowly begins remember incident damaged eyesight
217953,0446400998,3,vermont police officer joe gunther takes chicago streets solve murder killed bullet fired fifteen years died
267497,0451183940,3,a collection tales outlandish commonplace surprising terror
254076,0451199332,0,when female cadet parade autopsy reveals sex multiple partners night west point finds reputation line ry slaight uncover truth
195951,051513581X,3,dreamland -- place brilliant minds create cutting-edge artillery aircraft technology -- launch remote-operated underwater probe called piranha monitor tensions indian chinese navies
225043,0671318411,0,planet earth caught midst power struggle rapacious posleen races galactic federation offered resources defend backwards earth alien invaders offer
225043,0804115486,0,a fictional account desperate efforts break nazi enigma code takes place british railway town struggle complicated pivotal disappearance beautiful cryptographer england 1943
235930,0671868098,0,facing bloodthirsty ruler secret empire hidden vietnamese jungle nicholas linnear confront demons order defeat tool ultimate evil reprint
122829,1551665166,0,crashing down meg o39brien released apr 23 1999 available purchase
246497,1551665166,3,crashing down meg o39brien released apr 23 1999 available purchase
122829,0843934131,0,the award-winning author kentucky bride offers frontier romance simmering passion vitality
259497,158062524X,3,an uplifting anthology fifty inspirational stories shares meesages compassion determination comfort joy designed transform enrich lives readers original 250000 printing
14524,0312980329,3,in spectacular greek epic set spring 400 bc ten thousand battered starving greek soldiers stagger frozen mountains armenia small hellenic trading post eastern black sea a reprint
14536,0936728485,0,join pastor chuck verse-by-verse commentary overview book revelation
93635,0743202236,0,a professor pediatrics reveals modes learning arms parents teachers knowledge children prosper school environment
190380,1928556221,3,ideas family fashion topics quotbelle-by- birthquot quoti39d sooner wear white shoes february drink unsweetened tea eat miracle whip instead duke utter words 39you guys39quot -- page 83
102473,0060172789,3,this poignant powerful story pays homage african-american experience ancestors black white lives histories indelibly entwined
14615,1556705069,0,offers wry retelling story saint nicholas small miracles performed life
70597,0140123083,3,39 a brilliant novelat centre real-life encounter occurred craiglockhart 1917 whr rivers army psychologist siegfried sassoon
73677,0345448928,0,as kingdom eutracia protected guided council immortal wizards undergoes crown king ancient vengeful evil seething growing centuries darkness prepares return
189415,0425087395,3,five stories deal ax murderer race death telekinetic killer terrifying demon murderous ape
